Season,Title,Airdate,Rating,Vote_count,Description
27,El amor está en N2-O2-Ar-CO2-Ne-He-CH4,14 feb. 2016,6.3,624,"El nuevo invento del profesor Frink lo convierte en un conquistador, mientras una nueva pastilla en el Castillo de Retiro de Springfield hace que el Abuelo alucine y reviva sus momentos más felices."
27,Chica de tristeza constante,21 feb. 2016,6.5,722,"Lisa intenta impulsar la carrera de una cantante folk de los Apalaches que vive en la calle, pero Bart le advierte que terminará decepcionándola. Mientras tanto, Homer intenta rescatar al gato, que quedó atrapado dentro de las paredes de la casa."
27,"Lisa, la veterinaria",6 mar. 2016,6.3,645,"Lisa consigue trabajo como asistente de veterinaria, pero pronto deja que las responsabilidades se le suban a la cabeza. Mientras tanto, Marge decide trabajar limpiando escenas del crimen."
27,Las crónicas marcianas de Marge,13 mar. 2016,7.1,689,"Lisa se inscribe para tener la oportunidad de participar en una misión destinada a colonizar Marte dentro de diez años, y la estrategia de Homer de usar psicología inversa para disuadirla termina saliendo mal."
27,La jaula de Burns,3 abr. 2016,6.3,622,"Homer intenta levantarle el ánimo a Smithers encontrándole pareja, y Lisa obtiene el papel principal en la producción escolar de «Casablanca» junto a un nuevo alumno, lo que despierta los celos de Milhouse."
27,Cómo Lisa recuperó a su Marge,10 abr. 2016,6.2,598,"Después de oír a Marge decir que no le gusta su música de jazz, Lisa viaja con ella a Ciudad Capital para recuperar su amistad. Mientras tanto, Bart usa a Maggie como nueva cómplice para sus bromas."
27,Cañón Fland,24 abr. 2016,7.1,672,"Maggie no quiere dormirse, así que Homer le cuenta como historia para dormir la vez que los Simpson y los Flanders fueron juntos al Gran Cañón."
27,Mensajero con amor,8 may. 2016,6.7,582,"Después de prometerle a Marge el viaje de su vida, Homer hace un trato con un agente de viajes: transportar un maletín ultrasecreto a cambio de unas vacaciones familiares con descuento en París."
27,Simprovisado,15 may. 2016,6.3,608,"Mientras intenta superar su miedo a hablar en público, Homer crea un grupo de comedia de improvisación; Marge reconstruye la casa del árbol de Bart."
27,El naranja es el nuevo amarillo,22 may. 2016,6.7,622,"Marge deja que Bart vaya solo al parque porque está demasiado fastidioso, pero termina arrestada por haberlo dejado sin supervisión."
28,El circo fugitivo de Monty Burns,25 sep. 2016,6.0,735,El señor Burns organiza un espectáculo de variedades en el Springfield Bowl.
28,Amigos y familia,2 oct. 2016,6.5,676,Homer encuentra una nueva amiga en una mujer que se comporta igual que él cuando el señor Burns contrata a los otros Simpson para que sean su familia de realidad virtual y vivan con él.
28,El pueblo,9 oct. 2016,7.0,753,Homer lleva a la familia de «vacaciones de odio» a Boston después de descubrir a Bart alentando a un equipo rival de fútbol americano.
28,La casita del horror XXVII,16 oct. 2016,6.9,812,Los niños de Springfield luchan hasta la muerte al estilo de Los juegos del hambre; la amiga imaginaria de Lisa mata a sus amigos reales; Moe recluta a Bart para su grupo secreto de agentes parroquianos.
28,"Confía, pero aclara",23 oct. 2016,6.3,624,Bart y Lisa investigan el nuevo caramelo de Krusty; Marge ayuda a Homer a vestirse para conseguir un ascenso; Kent Brockman lucha por adaptarse al cambiante mundo de los medios.
28,Habrá amigos,6 nov. 2016,6.7,617,"Homer entrena el equipo infantil de lacrosse junto a Kirk Van Houten, quien desaparece antes del partido por el campeonato después de que Homer despotrica diciendo que es un perdedor."
28,Fin de semana salvaje en La Habana,13 nov. 2016,6.2,608,Los Simpson viajan a Cuba para conseguir atención médica barata para el Abuelo cuando el Castillo de Retiro y el hospital de veteranos no logran solucionar sus problemas de salud.
28,Comportamiento de papá,20 nov. 2016,6.6,588,"Homer descubre una aplicación que le facilita la vida, mientras el Abuelo se entera de que volverá a ser padre."
28,El último héroe de la tracción,4 dic. 2016,6.3,552,"Homer queda enyesado tras un accidente laboral, lo que lleva a Marge a recibir atención romántica de una fuente inesperada; Lisa intenta mantener la paz como monitora del autobús."
28,La pesadilla después de Krustmas,11 dic. 2016,5.9,580,Krusty y su hija pasan la Navidad con los Simpson; el reverendo Alegría busca nuevos fieles para aumentar la asistencia a la iglesia; un juguete navideño asusta a Maggie.
28,Cerdo y Burns,8 ene. 2017,6.8,597,"Un libro japonés sobre minimalismo inspira a Marge a adoptar una nueva forma de vida, por lo que los Simpson deben desprenderse de objetos que ya no les generan alegría."
28,El gran Phatsby,15 ene. 2017,6.2,751,El señor Burns intenta revivir sus días de gloria y se cruza con un misterioso magnate de la música.
28,Fatzcarraldo,12 feb. 2017,6.4,571,"Cuando todos los restaurantes de comida rápida de Springfield se vuelven saludables, Homer recurre al último bastión de comida grasosa en busca de consuelo; Lisa debe encontrar una buena noticia cuando la radio escolar corre peligro."
28,El canalla y el sombrero,19 feb. 2017,6.5,562,"Bart arruina por celos el día perfecto de Lisa y empieza a ser perseguido por la manifestación de su conciencia culpable. Se revela que Homer es un maestro del ajedrez, lo que lo ayuda a estrechar lazos con su competitivo padre."
28,Campamento Krustier,5 mar. 2017,6.5,560,"Bart y Lisa regresan a casa después de un incidente traumático en el Campamento Krusty, poniendo fin a los encuentros sexuales de Homer y Marge."
28,22 por 30,12 mar. 2017,6.5,606,"Un falso documental sobre cómo Bart se convirtió en una estrella del básquet de la Escuela Primaria de Springfield, solo para caer víctima de la fama, su propio ego y los planes del mafioso Tony el Gordo."
28,El reloj de un padre,19 mar. 2017,6.9,585,"Mientras Homer y Marge prueban un estilo diferente de crianza con el indomable Bart, el Abuelo le da un reloj especial que se convierte en su brújula moral. Pero Bart lo pierde y hace todo lo posible por recuperarlo."
28,La persecución de la estafa,2 abr. 2017,6.1,601,"El señor Burns abre su propia universidad con fines de lucro y contrata como profesor al completamente incompetente Homer, solo para perderlo frente a un científico loco."
28,Buscando al señor Buenbart,30 abr. 2017,6.8,579,"Bart estrecha lazos con la madre de Skinner gracias al rechazo que ambos sienten por él y descubre que podría ganar mucho dinero haciéndose amigo, a cambio de pago, de otras abuelas solitarias y descontentas de Springfield."
28,Casa Moho,7 may. 2017,6.1,523,El señor Burns apuesta con un viejo amigo que nada puede separar a Homer y Marge. Pero ahí es donde entra Moe.
28,Ciudad Canina,21 may. 2017,6.5,537,"Después de una exitosa campaña por los derechos de los animales, todos los perros de Springfield pueden ir adonde quieran y hacer lo que quieran. La mentalidad de manada aparece rápidamente y los perros imponen su dominio amenazando a las personas."
29,Los Siervosons,1 oct. 2017,6.7,915,"En un mundo medieval, Lisa se ve obligada a usar magia ilegal cuando la madre de Marge es transformada en una Caminante de Hielo."
29,Esplendor de Springfield,8 oct. 2017,6.5,707,"La triste experiencia de Lisa es adaptada a una novela gráfica, que luego se convierte en un espectáculo de Broadway."
29,El padre de la silbadora,15 oct. 2017,6.1,635,Homer lanza la carrera de Maggie como bebé celebridad gracias a su talento para silbar; Marge es contratada para decorar el burdel de Tony el Gordo.
29,La casita del horror XXVIII,22 oct. 2017,7.1,831,Maggie es poseída por un demonio; Lisa descubre una versión inquietante y perfecta de su familia en un universo alternativo; Homer se canibaliza a sí mismo.
29,"Abuelo, ¿puedes oírme?",5 nov. 2017,6.3,599,El Abuelo consigue un audífono y finalmente escucha lo que todos han estado diciendo sobre él.
29,La vieja alcaldesa azul ya no es lo que era,12 nov. 2017,6.3,607,Marge se postula para alcaldesa y usa a Homer como blanco de sus bromas para ganar apoyo público.
29,Cantando en la pista,19 nov. 2017,6.3,596,Homer vuelve a reunir a su antiguo equipo de bolos y terminan compitiendo contra unos millonarios arrogantes.
29,El opus del señor Lisa,3 dic. 2017,6.8,656,"En el futuro, Lisa escribe un ensayo de admisión a Harvard y recuerda cumpleaños decepcionantes de su pasado que ayudaron a moldearla."
29,Bart desaparecido,10 dic. 2017,7.3,699,"Cuando Bart desaparece, el pueblo organiza una partida de búsqueda para encontrarlo."
29,Tierra de ja-ja,7 ene. 2018,6.5,629,"Lisa se enamora de Brendan, un pianista de jazz que canta; Bart descubre que tiene afinidad con la química."
29,Frink se pone exigente,14 ene. 2018,6.2,557,El señor Burns construye un arca para el fin del mundo después de convencerse de que el mundo se termina; al profesor Frink le encargan determinar quién merece ser salvado.
29,Homer está donde el arte no está,18 mar. 2018,6.6,586,Homer es acusado de robar una pintura valuada en millones de dólares y solo el investigador de seguros independiente Manacek puede demostrar su inocencia o culpabilidad.
29,Tres escenas más un epílogo de un matrimonio,25 mar. 2018,6.6,544,Homer y Marge cuentan cómo pasaron de amar la vida sin hijos a ser padres desdichados.
29,Miedos de un payaso,1 abr. 2018,6.1,508,"Bart va a rehabilitación para bromistas después de que una broma con una máscara de payaso aterroriza al pueblo y arruina la carrera de Krusty, quien abandona la comedia para intentar hacer drama serio."
29,Ninguna buena lectura queda sin castigo,8 abr. 2018,6.4,521,Marge obliga a todos a abandonar sus dispositivos electrónicos e ir a la librería en un intento por unir a la familia.
29,Rey Leer,15 abr. 2018,6.3,489,Homer y Marge intentan reunir a Moe con su problemática familia.
29,Lisa tiene el blues,22 abr. 2018,6.8,568,"El vuelo de los Simpson a Gainesville es desviado a Nueva Orleans, donde Lisa debe recuperar su confianza como música de jazz."
29,Perdonar y lamentar,29 abr. 2018,7.0,553,"En su lecho de muerte, el Abuelo le confiesa a Homer algo sobre las notas de su madre que se perdieron cuando ella se fue. Homer se enfurece hasta el punto de negarse a reconciliarse con Abe después de que este se recupera milagrosamente."
29,Dejado atrás,6 may. 2018,6.6,522,Homer consigue que Flanders obtenga un trabajo en la planta nuclear; Marge siente que ya no queda chispa en su matrimonio.
29,Arrojen al Abuelo desde Dinamarca,13 may. 2018,6.7,578,Los Simpson viajan a Dinamarca para que el Abuelo pueda beneficiarse de su sistema de salud gratuito.
29,La escalera de Flanders,20 may. 2018,7.6,776,"Cuando Bart entra en coma después de ser alcanzado por un rayo, recibe la visita de fantasmas que buscan cerrar asuntos pendientes."
30,Bart no está muerto,30 sep. 2018,6.2,735,"Bart termina en el hospital después de aceptar un desafío y miente diciendo que fue al cielo para ocultarlo, pero Homer acepta un trato con productores cristianos para hacer una película sobre la historia."
30,Hotel Corazón Roto,7 oct. 2018,6.1,640,Marge y Homer viajan a una isla tropical y participan en el reality de competencia favorito de Marge para intentar ganar un millón de dólares.
30,A mi manera o la autopista al cielo,14 oct. 2018,6.1,611,"Mientras Dios y San Pedro discuten quién entrará al cielo, los habitantes de Springfield recuerdan encuentros divinos."
30,La casita del horror XXIX,21 oct. 2018,5.9,656,Homer gana una competencia de comer ostras contra el mítico Cthulhu; Springfield es invadida por plantas que reemplazan cuerpos; Lisa finalmente pierde el control; y el señor Burns abre un hogar de ancianos con algunas mejoras jurásicas.
30,"Bebé, no puedes conducir mi auto",4 nov. 2018,7.0,562,Una empresa de autos autónomos llega a Springfield y se lleva a todos los empleados de la planta nuclear gracias a su divertido ambiente de trabajo.
30,Desde Rusia sin amor,11 nov. 2018,6.5,533,"Bart, Nelson y Milhouse consiguen una novia por correspondencia para Moe como una broma pesada."
30,Mamá trabajadora,18 nov. 2018,5.6,623,"En busca de empleo, Marge consigue trabajo vendiendo recipientes plásticos para alimentos, como drag queen; Lisa intenta mejorar el mundo."
30,Krusty el Payaso,25 nov. 2018,6.4,510,"Krusty se esconde en un circo después de casi matar a Homer, quien se convierte en comentarista de televisión y le da una mala calificación."
30,Papáicus Finch,2 dic. 2018,6.7,507,"Bart se siente ignorado cuando Homer y Lisa estrechan su vínculo gracias a «Matar a un ruiseñor» y empiezan a pasar tiempo juntos, así que Marge intenta ayudar a Homer a repartir mejor su atención entre los niños."
30,Esta es la 30.ª temporada,9 dic. 2018,6.7,507,"Marge está decidida a arreglar la Navidad después de una fallida jornada de compras de Black Friday, pero Homer y los niños la sorprenden con unas vacaciones en Florida."
30,Loco por el juguete,6 ene. 2019,5.5,595,"Motivados por un episodio de estrés postraumático que sufrió el Abuelo mientras cuidaba a los niños, los Simpson viajan al pasado de Abe como modelo de juguetes para soldaditos de plástico después de la Segunda Guerra Mundial, y finalmente él enfrenta su propia confusión sexual."
30,La chica del autobús,13 ene. 2019,6.2,540,Lisa intenta llevar una doble vida cuando hace una nueva amiga y prueba cómo sería vivir con una familia más culta.
30,Bailo tan gordo como puedo,10 feb. 2019,6.9,500,Homer intenta compensar a Marge por haberse dado un atracón con la serie favorita de ambos sin ella; Bart se prepara para «La estampida navideña de Krusty».
30,El payaso permanece en la película,17 feb. 2019,6.1,458,"En el podcast de Marc Maron, Krusty revela la historia nunca contada de su antiguo proyecto cinematográfico, «Las arenas del espacio». Al escuchar el podcast, Bart y Lisa descubren que sus padres fueron asistentes de producción en la película durante los primeros tiempos de su relación."
30,101 atenuantes,3 mar. 2019,6.4,427,Homer roba el auto del Hombre de las Historietas y debe demostrar su inocencia ante el tribunal o reconciliarse con él.
30,Te quiero (ella pesa tanto),10 mar. 2019,5.7,442,"Cuando una noche romántica termina con Homer y Marge lesionados, Lisa recurre a una fuente inesperada para reparar la relación deteriorada de sus padres."
30,E-mis deportes,17 mar. 2019,6.3,480,Homer descubre una pasión por entrenar a Bart en competencias de videojuegos; el plan de Lisa para devolver a Homer a la realidad genera caos.
30,Bart contra Tomy y Daly,24 mar. 2019,4.5,931,"Los amigos de Bart crean un grupo activista por los derechos de los varones para protestar contra el reinicio exclusivamente femenino de Tomy y Daly de Krusty. Cuando descubren a Bart disfrutándolo, lo expulsan, así que él se une a Bossy Riot, una pandilla feminista militante de chicas de sexto grado."
30,La chica está en la banda,31 mar. 2019,6.2,471,Homer trabaja turnos extra en la planta para que Lisa pueda tocar en la Filarmónica Juvenil de Ciudad Capital.
30,Solo soy una chica que no puede decir d'oh,7 abr. 2019,5.2,466,"Marge se convierte en directora del teatro local de Springfield, equipada con un guion de Lisa parecido a «Hamilton»; Homer se une con Maggie a una clase para bebés y empieza a sentirse atraído por la supervisora Chloe."
30,D'oh Canadá,28 abr. 2019,5.2,560,Lisa recibe por error asilo político en Canadá durante un viaje familiar a las cataratas del Niágara.
30,¿Woo-Hoo lo hizo?,5 may. 2019,5.9,463,La serie documental de crímenes «Dateline: Springfield» investiga en profundidad el caso del fondo universitario desaparecido de Lisa.
30,Persuasión de cabello azul cristal,12 may. 2019,5.8,434,"Marge inicia un negocio vendiendo cristales curativos y otros productos de la Nueva Era a las ingenuas madres de Springfield cuando los recortes laborales de Homer eliminan los beneficios de atención médica infantil, lo que lleva a Marge a usar los cristales como alternativa más barata para el TDA de Bart."
31,El invierno de nuestro contenido monetizado,29 sep. 2019,5.7,594,Bart y Homer se convierten en celebridades de las redes sociales cuando un video de ambos peleando se vuelve viral; Lisa lucha contra el nuevo sistema industrializado de castigos de la escuela.
31,"Ve a lo grande o vete, Homer",6 oct. 2019,5.8,511,"Homer inspira a un millennial de 35 años que lo idolatra a iniciar su propio negocio, lo que termina provocando que la mafia persiga a ambos."
31,La línea azul y gorda,13 oct. 2019,6.5,442,"Cuando arrestan al hombre equivocado por robar billeteras en Springfield durante el festival callejero de San Castellaneta, el jefe Wiggum se propone atrapar al verdadero delincuente."
31,La casita del horror XXX,20 oct. 2019,6.9,550,"La 30.ª Casita del Horror incluye a Maggie poseída por un demonio, una misión para rescatar a Milhouse de otra dimensión, el espíritu del difunto Homer probándose nuevos cuerpos y Selma encontrando finalmente el amor en un lugar inesperado: el extraterrestre del sótano."
31,Gorilas en el mástil,3 nov. 2019,6.1,404,"Después de visitar el parque acuático Aquatraz, Lisa y Bart se proponen liberar del cautiverio a los animales más feroces de Springfield. Homer cumple el sueño de toda su vida y compra un barco, solo para descubrir lo horrible que puede ser tener uno."
31,Marge la leñadora,10 nov. 2019,5.2,477,"Marge se convierte en leñadora competitiva y se va un mes a Portland con su entrenadora, a quien Homer teme que le quite a su esposa."
31,Viviendo la pura vida,17 nov. 2019,6.2,438,"Los Simpson se unen a otras familias de Springfield en el viaje anual de los Van Houten a Costa Rica, donde Homer se hace amigo de la nueva novia de Patty y Lisa descubre cómo los Van Houten pueden pagar esas vacaciones todos los años."
31,Día de Acción de Gracias del horror,24 nov. 2019,7.3,529,"Los Simpson enfrentan varias pesadillas de Acción de Gracias, entre ellas el primer Día de Acción de Gracias, un accidente con inteligencia artificial y una peligrosa misión espacial complicada por una salsa de arándanos consciente."
31,"Todd, Todd, ¿por qué me has abandonado?",1 dic. 2019,6.4,487,"Todd culpa a Dios por la muerte de su madre y rechaza su fe, así que Ned lo envía a vivir con los Simpson con la esperanza de que logren asustarlo para que vuelva a creer en Dios."
31,"Bobby, hace frío afuera",15 dic. 2019,6.6,356,"Bob Patiño consigue el papel de Santa Claus en el parque de diversiones Aldea de Santa. Mientras tanto, alguien está robando todos los paquetes navideños de los porches de las casas."
31,Salve a los dientes,5 ene. 2020,6.0,317,Homer y Marge asisten a la boda de Artie Ziff y se sienten muy incómodos cuando descubren que su futura esposa es un clon de Marge.
31,La mala educación de Lisa Simpson,16 feb. 2020,6.5,317,"El capitán de mar encuentra el tesoro que buscó durante 40 años, pero el ayuntamiento lo reclama porque estaba dentro de los límites de la ciudad. Marge convence a los habitantes de usar el dinero inesperado para construir una escuela STEM. Homer inicia una cruzada contra la automatización."
31,Frinkcoin,23 feb. 2020,5.9,288,"El profesor Frink inventa una criptomoneda que lo convierte en el hombre más rico de Springfield, un título que el señor Burns no tiene intención de ceder."
31,"Bart, el chico malo",1 mar. 2020,7.3,386,"Bart usa spoilers de una película de superhéroes que vio para conseguir lo que quiere, pero dos ejecutivos del estudio harán lo que sea para mantener en secreto lo que sabe."
31,Sin pantallas,8 mar. 2020,6.5,291,"Marge impone un límite de tiempo frente a las pantallas para toda la familia, solo para descubrir que ella es la adicta."
31,Mejor con Ned,15 mar. 2020,6.5,276,"Celoso del vínculo entre Bart y Ned, Homer empieza a orientar a Nelson como represalia, pero un acto heroico ayuda a Homer a recuperar el respeto de Bart."
31,Autopista al bienestar,22 mar. 2020,6.9,318,"Marge consigue trabajo en un dispensario de cannabis de lujo, lo que lleva a Homer a abrir un negocio rival que recrea los sórdidos viejos tiempos de conseguir marihuana mediante un vendedor de la vieja escuela."
31,La increíble ligereza de ser un bebé,19 abr. 2020,6.2,265,"Maggie se reencuentra con el bebé Hudson, pero Marge no simpatiza demasiado con su madre. Homer se hace amigo de Cletus Spuckler, quien acaba de descubrir una enorme reserva subterránea de helio en su propiedad, atrayendo la atención no deseada del señor Burns."
31,Sacerdotes en guerra,26 abr. 2020,6.0,332,El reverendo Alegría investiga el misterioso pasado de un nuevo sacerdote que llegó al pueblo y revolucionó la iglesia.
31,"Sacerdotes en guerra, parte 2",3 may. 2020,5.7,296,"En Michigan, el reverendo Alegría descubre la verdadera razón por la que Bode llegó a Springfield y la congregación debe decidir si expulsa a su nuevo sacerdote."
31,Las odiosas niñas de ocho años,10 may. 2020,6.7,277,Lisa se une a un grupo de chicas ricas cuando hace una amiga a la que le encantan los caballos; Homer lleva a Marge a un crucero romántico.
31,El camino del perro,17 may. 2020,7.4,288,Los Simpson exploran el trágico pasado de Ayudante de Santa después de que muerde a Marge.
32,Episodio n.º 32.1,27 sep. 2020,,,¿Sabes de qué se trata? Sé la primera persona en agregar una trama.
